Nom,Prénoms,Date_de_naissance,Ville_de_naissance,Département_de_naissance,Pays,Régiment,Grade,Date_du_décès,Département_de_décès,Lieu_du_décès,Pays_de_décès,nomDptDécès
CAUBERE,Jean,1878-11-16,Toulouse,31,France,136e Infanterie territoriale,Soldat,16/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
CAUBERE,Eugène Gaston,1895-04-21,Toulouse,31,France,412e Infanterie,Soldat,04/01/1916,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
CAUBET,Marius Pierre Laurent,1887-10-06,Toulouse,31,France,96e Infanterie,Caporal,27/01/1915,,Ypres,Belgium,
CAUBET,Maurice Raymond,1878-06-29,Toulouse,31,France,362e Infanterie,Médecin Major 2e classe,21/02/1916,55,Verdun,France,Meuse 
CAUBET,Maurice,1892-04-17,Toulouse,31,France,11e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
CAUBET,Albert Jean Jules,1879-03-01,Carmaux,81,France,14e Infanterie,Soldat,28/06/1917,31,Toulouse,France,Haute-Garonne 
CAUBET,Joseph Maurice,1884-09-26,Encausse-les-Thermes,31,France,214e Infanterie,Soldat,31/03/1916,55,Lisle-en-Rigaut,France,Meuse 
CAUHEPE,Jean,1895-08-24,Toulouse,31,France,2e Marche Afrique,Soldat,01/11/1917,83,Saint-Mandrier,France,Var 
CAUJOLE,Marcel François,1891-12-18,Toulouse,31,France,62e Infanterie,Sergent,01/04/1917,2,Vregny,France,Aisne 
CAUMEL,Paul Marceau,1893-03-25,Toulouse,31,France,217e Artillerie de campagne,Brigadier,11/09/1918,60,CrèvecœUr-le-Grand,France,Oise 
CAUNES,Albert,1878-07-12,Montauban,82,France,3e Génie,Sapeur,23/02/1917,51,Massiges,France,Marne 
CAUNES,Pierre Marius,1892-08-28,Toulouse,31,France,79e Infanterie,Soldat,05/05/1917,2,Braye-en-Laonnois,France,Aisne 
CAUSON,Georges Léon Adolphe Achille,1886-05-08,Paulhan,31,France,7e Infanterie Coloniale,Sergent,20/05/1915,,Seddülbahir,Turkey,
CAUSSATIERE,Georges Lucien,1896-10-14,Albi,81,France,220e Infanterie,Soldat,13/09/1916,55,Fleury-devant-Douaumont,France,Meuse 
CAUSSE,Henri Charles,1887-01-25,Toulouse,31,France,57e Infanterie,Soldat,25/01/1917,,,,
CAUSSE,Georges Louis,1897-06-26,Auriac-sur-Vendinelle,31,France,165eInfanterie,Soldat,18/09/1918,2,Villers-Cotterêts,France,Aisne 
CAUSSE,René François,1897-10-07,Toulouse,31,France,327e Infanterie,Soldat,21/07/1917,,Zuidschote,Belgium,
CAUSSE,Pierre Marie Louis Célestin,1893-06-21,Saint-Gaudens,31,France,15e Infanterie,Aspirant,23/02/1918,68,Aspach-Le-bas,France,Haut-Rhin 
CAUSSE,Barthélémy,1894-01-15,Toulouse,31,France,169e Infanterie,Sergent,11/11/1917,55,Samogneux,France,Meuse 
CAUSSE,Marius Louis,1883-03-03,Toulouse,31,France,96e Infanterie,Soldat,26/10/1914,,,Belgium,
CAUSSINUS,Antonin,1889-07-31,Toulouse,31,France,80e Infanterie,Soldat,25/09/1914,54,Flirey,France,Meurthe-et-Moselle 
CAUX,Jean Louis,1879-09-29,Toulouse,31,France,227e Infanterie,Lieutenant,28/10/1918,2,Guise,France,Aisne 
CAVAILHAC,Augustin Sylvain,1894-09-29,Peyrusse-le-Roc,12,France,15e Infanterie,Soldat,06/01/1915,,Ypres,Belgium,
CAVAILLE,Maximin,1876-04-19,Ginals,82,France,132e Infanterie territoriale,Soldat,01/04/1916,55,Commercy,France,Meuse 
CAVAILLE,Émile François,1894-07-31,Toulouse,31,France,15e Infanterie,Soldat,27/09/1915,51,Valmy,France,Marne 
CAVAILLE,Élie Léon Jean,1897-10-06,Bagnères-de-Luchon,31,France,43e Artillerie de campagne,Brigadier,21/10/1918,,Roulers,Belgium,
CAVALERIE,Guillaume Jean Calixte,1875-11-15,Villeneuve,12,France,42e Infanterie Coloniale,Soldat,25/09/1915,51,Souain-Perthes-les Hurlus,France,Marne 
CAVANAC,Dominique,1891-05-12,Toulouse,31,France,14e Infanterie,Soldat,08/09/1914,51,Courdemanges,France,Marne 
CAYLAC,Henri Pierre,1881-07-21,Payriac-Minervois,11,France,26e Artillerie,2e Canonnier servant,25/09/1915,2,Berry-au Bac,France,Aisne 
CAYRE,Étienne Raymond Émile,1894-04-15,Pamiers,9,France,15e Infanterie,Soldat,05/07/1915,51,Châlons-en-Champagne,France,Marne 
CAYROL,Jean Baptiste,1865-04-09,Counozouls,11,France,259e Infanterie,Chef de Bataillon,07/03/1916,55,Cumières-le-Mort-Homme,France,Meuse 
CAZABAT,Augustin Justin,1878-12-01,Pontacq,64,France,251e Infanterie,Soldat,21/05/1916,55,Cumières-le-Mort-Homme,France,Meuse 
CAZABON,Albin Marius,1891-03-16,Toulouse,31,France,14e Infanterie,Soldat,15/09/1914,51,Courdemanges,France,Marne 
CAZABON,Henri Élie Siméon Désiré,1897-03-27,Marignac,31,France,416e Infanterie,Soldat,08/05/1917,2,Craonne,France,Aisne 
CAZABON,Jean Baptiste,1883-03-19,Toulouse,31,France,97e Infanterie,Soldat,16/06/1915,62,Souchez,France,Pas-de-Calais 
CAZABON,Léon Antonin,1891-05-20,Buenos-Aires,,Argentina,14e Infanterie,Soldat,27/08/1914,54,Raucourt,France,Meurthe-et-Moselle 
CAZAJOU,Marcel Henri,1898-10-31,Mirepoix,9,France,14e Infanterie,Soldat,29/04/1917,77,Meaux,France,Seine-et-Marne 
CAZAJOUS,Léon Jules,1883-06-05,Arras-en-Lavedan,65,France,96e Infanterie,Soldat,09/10/1914,54,Toul,France,Meurthe-et-Moselle 
CAZALAS,Adrien Marie Julien,1890-08-09,Oran,,Morocco,32e Infanterie,Sous-Lieutenant,25/08/1914,54,Erbeviller-sur-Amezule,France,Meurthe-et-Moselle 
CAZALENS,Jean,1897-08-19,Castelnaud-d'Estretefonds,31,France,171e Infanterie,Soldat,06/05/1917,2,Filain,France,Aisne 
CAZALOT,Barthélémy,1888-09-27,Lherm,31,France,2e Génie,Sapeur-mineur,19/05/1915,62,Étrun,France,Pas-de-Calais 
CAZALOT,Edmond Marcel,1897-02-05,Foix,9,France,154e Infanterie,Aspirant,13/12/1918,,Sarrelouis,Germany,
CAZALY,Jean,1890-11-01,Toulouse,31,France,7e Infanterie,Soldat,08/09/1914,51,Châtelraould-Saint-Louvent,France,Marne 
CAZAMPOURE,Jean Marie,1882-03-05,Aucamville,31,France,14e Infanterie,Sergent major,15/05/1915,62,Souchez,France,Pas-de-Calais 
CAZARRE,Paul Honoré,1895-04-11,Toulouse,31,France,9e Bataillon de chasseurs à pied,Caporal,02/08/1915,55,Les Éparges,France,Meuse 
CAZAUBON,Étienne,1891-06-24,Agen,47,France,4e Génie,Soldat,06/12/1918,36,Châteauroux,France,Indre 
CAZAUX,Pierre Albert,1893-04-01,Ustou,9,France,257e Artillerie,Maréchal des Logis,11/05/1918,51,Cuperly,France,Marne 
CAZAUX,François Paul,1894-11-01,Toulouse,31,France,100e Infanterie,Soldat,25/10/1917,31,Toulouse,France,Haute-Garonne 
CAZAUX,Louis,1893-02-11,Fenouillet,31,France,60e Infanterie,Sergent,14/08/1916,80,Curlu,France,Somme 
CAZEAUX,Joseph Christophe,1893-07-25,Mai del Plata,,Argentina,15e Infanterie,Soldat,11/08/1916,51,Souain-Perthes-les Hurlus,France,Marne 
CAZEAUX,François Auguste,1887-02-21,Toulouse,31,France,86e Infanterie,Sergent,08/06/1918,42,Saint-Étienne,France,Loire 
CAZEDEVANT,Jean Marie,1892-05-08,Saint-Martin-du-Touch,31,France,80e Infanterie,Soldat,11/08/1916,69,Saint-Genis-Laval,France,Rhône 
CAZELLES,François,1884-12-31,Toulouse,31,France,14e Infanterie,Sergent,20/07/1915,31,Toulouse,France,Haute-Garonne 
CAZEMAGE,Jean Marie,1874-09-26,Toulouse,31,France,211e Infanterie,Caporal,29/10/1914,55,Damloup,France,Meuse 
CAZENAVE,Louis Émile,1893-02-22,Toulouse,31,France,53e Infanterie,Aspirant,19/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
CAZENEUVE,Paul Isidore,1875-02-15,Toulouse,31,France,201e Infanterie territoriale,Soldat,01/03/1916,51,Sept-Saulx,France,Marne 
CAZENEUVE,Paul Pierre Marius,1894-08-05,Toulouse,31,France,171e Infanterie,Soldat,26/01/1916,51,Souain-Perthes-les Hurlus,France,Marne 
CAZENEUVE,Léon André,1895-12-01,Saint-Gaudens,31,France,412e Infanterie,Soldat,29/02/1916,51,Châlons-en-Champagne,France,Marne 
CAZENEUVE,Paul Marie,1883-08-13,Toulouse,31,France,281e Infanterie,Soldat,11/05/1915,62,Vermelles,France,Pas-de-Calais 
CAZENEUVE,Marius,1890-06-16,Toulouse,31,France,7e Infanterie,Soldat,30/06/1916,55,Vaux-devant-Damloup,France,Meuse 
CAZES,Michel Élie,1894-10-28,Toulouse,31,France,59e Infanterie,Caporal,24/11/1917,55,Ornes,France,Meuse 
CAZES,Georges,1893-02-26,Toulouse,31,France,158e Artillerie à pied,Maréchal des Logis,28/09/1918,31,Toulouse,France,Haute-Garonne 
CAZOT,Henri Adolphe,1890-02-12,Mont-de-Marsan,40,France,7e Section de Chemin de fer de Campagne,Soldat,12/03/1917,,Skidra,Greece,
CELARIE,Ferdinand,1895-10-20,Toulouse,31,France,2e Groupe Aviation,Soldat,15/06/1919,46,Gourdon,France,Lot 
CELERIER,René Albin,1896-09-21,Talence,33,France,236e Infanterie,Soldat,21/09/1916,60,Moulin-sous-Touvent,France,Oise 
CENET,Auguste Louis,1882-02-27,Toulouse,31,France,58e Infanterie,Lieutenant,11/08/1914,57,Lagarde,France,Moselle 
CERET,Lucien,1892-07-15,Toulouse,31,France,80e Infanterie,Soldat,20/08/1914,54,Gerbérviller,France,Meurthe-et-Moselle 
CERTAIN,Henri Auguste,1889-01-02,Carcassonne,11,France,143e Infanterie,Soldat,09/03/1915,51,Souain-Perthes-les Hurlus,France,Marne 
CESSES,Louis,1884-07-24,Toulouse,31,France,417e Infanterie,Soldat,27/09/1915,75,Paris,France,Paris 
CESSES,Paul,1876-02-06,Aurin,31,France,133e Infanterie territoriale,Soldat,12/10/1915,68,,France,Haut-Rhin 
CESSES,François,1890-03-26,Auzielle,31,France,9e Cuirassier,Soldat,23/10/1917,2,Chavignon,France,Aisne 
CESSES,Barthélémy,1890-04-22,Toulouse,31,France,14e Infanterie,Soldat,20/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
CEUMA,Joseph,1884-10-19,Mandesa,,Spain,Légion Étrangère,Soldat,07/07/1916,80,Fontaine-les-Cappy,France,Somme 
CHABANON,Alfred Ferdinand,1886-06-21,Saint-Antonin,32,France,288e Infanterie,Soldat,01/09/1914,55,Consenvoye,France,Meuse 
CHABARDES,Gaston François Alexandre,1887-04-12,Toulouse,31,France,34e Coloniale,Soldat,21/12/1915,51,Sainte-Menehould,France,Marne 
CHABRIER,Pierre,1870-07-18,Toulouse,31,France,133e Infanterie territoriale,Soldat,09/05/1915,31,Toulouse,France,Haute-Garonne 
CHABROL,Louis Albert,1894-08-28,Saint-Antonin-Noble-Val,82,France,15e Infanterie,Soldat,23/02/1918,68,Aspach-Le-bas,France,Haut-Rhin 
CHALUMEAU,Charles Hippolyte,1885-03-23,Château-Gontier,53,France,6e Bataillon de Chasseurs à pied,Capitaine Adjudant-Major,19/05/1918,80,Curlu,France,Somme 
CHAMAYOU,Jean,1880-03-24,Labastide-Saint-Georges,81,France,371e Infanterie,Soldat,16/05/1917,,Bitola,Macedonia,
CHAMBERT,Léon Victor,1878-07-11,Toulouse,31,France,57e Artillerie,2e Canonnier servant,04/03/1915,55,Bar-le-Duc,France,Meuse 
CHAMBERT,Élie,1897-12-05,Gaillac-Toulza,31,France,416e Infanterie,Soldat,29/05/1918,2,Dravegny,France,Aisne 
CHAMPOURET,Charles,1891-05-20,Toulouse,31,France,80e Infanterie,Soldat,01/09/1918,2,Coucy-le-Château-Auffrique,France,Aisne 
CHAMPOURET,Émile Louis,1897-10-17,Saint-Livrade,47,France,319e Infanterie,Soldat,30/03/1918,80,Rollot,France,Somme 
CHANSON,Émile Jean,1886-08-16,Toulouse,31,France,296e Infanterie,Soldat,28/02/1917,51,Sainte-Menehould,France,Marne 
CHANTALAT,Jules,1892-04-12,Mazères,9,France,51e Bataillon de Chasseurs,Soldat,20/07/1916,80,Hem-Monacu,France,Somme 
CHAPOUL,Pierre Émile,1896-06-20,Bordeaux,33,France,1er Aérostation,Soldat,05/08/1916,80,,France,Somme 
CHAPUS,Élie Albert,1890-04-12,Saint-Cirque-en Montagne,7,France,83e Infanterie,Lieutenant,25/04/1918,,Heuvelland,Belgium,
CHARDES,Georges Raoul,1897-12-06,Marseille,13,France,117e Infanterie,Soldat,15/06/1918,51,Montigny-sur-Vesle,France,Marne 
CHARLAS,Jean Alexandre,1883-03-23,Toulouse,31,France,416e Infanterie,Soldat,27/09/1915,51,Sommepy-Tahure,France,Marne 
CHARLAS,Louis,1891-05-25,Pibrac,31,France,8e Artillerie à Pied,Maître pointeur,16/11/1917,,,France,
CHARLAS,Barthélémy Clément Alexis,1887-07-21,Toulouse,31,France,14e Infanterie,Soldat,16/01/1916,51,Vienne-le-Château,France,Marne 
CHARLEM,Léon Henri,1879-01-23,Toulouse,31,France,39e Infanterie,Soldat,11/06/1918,60,Le Ployron,France,Oise 
CHARLES,Simon,1892-03-01,Toulouse,31,France,14e Infanterie,Soldat,08/09/1914,51,Vitry-le-François,France,Marne 
CHARLES,Dominique Eugène,1891-08-30,Toulouse,31,France,80e Infanterie,Sergent,20/03/1915,51,Souain-Perthes-les Hurlus,France,Marne 
CHARLIONAIS,Eugène Louis,1879-11-15,Toulouse,31,France,214e Infanterie,Sergent,08/03/1916,55,Fromeréville-les-Vallons,France,Meuse 
CHARRAC,Raoul Jean Édouard,1897-11-19,Saint-Jean,31,France,138e Infanterie,Soldat,31/10/1918,,Pederobba,Italy,
CHARTROU,Firmin Étienne,1886-03-15,Revel,31,France,57e Artillerie,2e Canonnier conducteur,23/12/1914,55,Bar-le-Duc,France,Meuse 
CHASSAGNE,Jean Pierre,1894-01-04,Bergerac,24,France,76e Infanterie,Sergent,15/03/1915,55,Vauquois,France,Meuse 
CHASTAN,Eugène Julien Henri,1887-02-16,Toulouse,31,France,3e Tirailleur,Lieutenant,16/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
CHATELLIER,Philistall,1882-06-26,Cayenne,973,France,51e Artillerie,Soldat,13/06/1916,44,Nantes,France,Loire-Atlantique 
CHATONIS,Raymond,1894-09-02,Toulouse,31,France,15e Infanterie,Soldat,26/09/1915,51,Massiges,France,Marne 
CHAUBARD,Joseph Raymond,1890-01-24,Béziers,34,France,242e Artillerie,Adjudant,14/12/1918,,Thessalonique,Greece,
CHAUBARD,Marius Joseph Michel,1885-11-26,Villemur-sur-Tarn,31,France,283e Infanterie,Soldat,23/10/1917,2,,France,Aisne 
CHAUBARD,Paul Pierre,1884-06-29,Toulouse,31,France,143e Infanterie,Soldat,15/04/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
CHAULET,Marius Bernard Jean,1894-10-27,Toulouse,31,France,100e Infanterie,Soldat,14/07/1915,55,Vienne-le-Château,France,Meuse 
CHAUMETON,Pierre,1883-03-02,Léguevin,31,France,298e Infanterie,Soldat,05/02/1919,3,Vichy,France,Allier 
CHAUSSON,Jean,1879-07-04,Toulouse,31,France,20e Infanterie,Soldat,17/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
CHAUSSON,Léon,1879-05-14,Toulouse,31,France,214e Infanterie,Soldat,12/03/1916,55,Marre,France,Meuse 
CHAUSSON,Louis Benoît Baptiste Maximilien,1889-05-31,Toulouse,31,France,23e Artillerie,Brigadier,28/04/1915,55,Ambly-sur-Meuse,France,Meuse 
CHAUSSON,Louis Michel Charles Barthélémy,1882-08-15,Montastruc-la-Conseillère,31,France,126e Infanterie,Soldat,21/11/1917,55,Verdun,France,Meuse 
CHAVANNE,René Pierre,1896-10-17,Garanou,9,France,7e Infanterie,Soldat,30/06/1917,76,,France,Seine-Maritime 
CHAYNES,Louis,1886-01-17,Toulouse,31,France,281e Infanterie,Soldat,29/07/1916,80,Rosières-en-Santerre,France,Somme 
CHAYNES,Marius Georges Jean,1897-12-23,Toulouse,31,France,327e Infanterie,Soldat,14/09/1918,2,Vailly-sur-Aisne,France,Aisne 
CHAYNES,Bernard Auguste,1897-08-10,Toulouse,31,France,327e Infanterie,Soldat,23/08/1917,,Vleteren,Belgium,
CHAYNES,Jules Marius,1893-10-18,Pin-Balma,31,France,20e Infanterie,Soldat,22/08/1914,,Libin,Belgium,
CHAZAUD,Gabriel Jean,1882-03-05,Lyon,69,France,14e Infanterie,Capitaine,24/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
CHAZOTTES,François,1879-05-16,Juzes,31,France,283e Infanterie,Soldat,08/09/1915,55,Fleury-devant-Douaumont,France,Meuse 
CHENE,Marius,1894-01-06,Toulouse,31,France,100e Infanterie,Soldat,03/08/1915,55,Vienne-le-Château,France,Meuse 
CHERAUD,Jean Charles,1894-08-08,Toulouse,31,France,15e Infanterie,Sergent,19/08/1916,55,Vaux-devant-Damloup,France,Meuse 
CHIFFRE,Jules,1888-08-12,Toulouse,31,France,81e Infanterie,Soldat,06/11/1915,31,Saint-Gaudens,France,Haute-Garonne 
CHIRIBAS,Pierre,1885-07-26,Limoux,11,France,280e Infanterie,Soldat,19/08/1914,68,Zillisheim,France,Haut-Rhin 
CHON,Francisque Élie,1892-10-07,Lyon,69,France,6e Bataillon de Chasseurs à pied,Chasseur 2e classe,15/06/1915,68,Metzeral,France,Haut-Rhin 
CHOULET,Georges Maximilien,1896-05-10,Toulouse,31,France,416e Infanterie,Soldat,04/05/1918,,,Germany,
CHOUPART,André Paul Augustin,1880-08-30,Corancez,28,France,120e Artillerie lourde,2e Canonnier conducteur,02/01/1917,32,Barran,France,Gers 
CICERON,Émile François,1894-03-24,Toulouse,31,France,15e Infanterie,Soldat,04/12/1914,,Heuvelland,Belgium,
CIER,Georges,1895-12-20,Toulouse,31,France,412e Infanterie,Soldat,24/06/1917,55,Bezonvaux,France,Meuse 
CIERCO,Joachim,1882-02-23,Lauraët,32,France,14e Infanterie,Soldat,14/12/1914,2,Château-Thierry,France,Aisne 
CIRCOU,Jean Marie,1887-12-11,Labarthe-de-Rivière,31,France,24e Infanterie,Soldat,23/08/1914,,Chiny,Belgium,
CIZET,Alphonse Sylvain,1882-02-19,Fenouillet,11,France,4e Coloniale,Soldat,06/11/1914,51,Valmy,France,Marne 
CLAMENS,Bernard Jean,1892-08-02,Toulouse,31,France,416e Infanterie,Soldat,15/05/1917,2,Craonne,France,Aisne 
CLANET,Guillaume,1890-07-05,Buenos-Aires,,Argentina,23e artillerie,2e Canonnier conducteur,08/09/1914,51,Saint-Ouen-Domprot,France,Marne 
CLANET,Louis,1885-03-29,Toulouse,31,France,343e Infanterie,Soldat,03/11/1914,68,Sainte-Marie-aux-Mines,France,Haut-Rhin 
CLARAC,Charles,1891-01-02,Saverdun,9,France,83e Infanterie,Soldat,07/04/1916,55,Brocourt-en-Argonne,France,Meuse 
CLARAC,Jean Régis Théophile,1885-07-31,Vernajoul,9,France,59e Infanterie,Sergent,18/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
CLARENC,Antonin Marius,1881-07-29,Toulouse,31,France,403e Infanterie,Soldat,08/04/1917,51,Reims,France,Marne 
CLARIOT,Charles,1887-02-15,Tarbes,65,France,296e Infanterie,Sergent,21/05/1916,55,Esne-en-Argonne,France,Meuse 
CLASTRES,Denis Jean,1886-10-09,Toulouse,31,France,97e Infanterie,Soldat,17/03/1916,55,Vaux-devant-Damloup,France,Meuse 
CLAUSADE,Louis François Eugène,1893-07-22,Muret,31,France,24e Infanterie Coloniale,Soldat,06/09/1914,51,Blaise-sous-Arzillières,France,Marne 
CLAUSOLLES,Pierre Jean Marius,1893-08-04,Toulouse,31,France,80e Infanterie,Soldat,12/11/1914,,Heuvelland,Belgium,
CLAUSTRE,Jean Charles,1894-07-22,Toulouse,31,France,15e Infanterie,Soldat,14/12/1914,,Heuvelland,Belgium,
CLAVIE,Antoine Maurice Georges,1881-03-28,Agen,47,France,9e Infanterie,Caporal,26/01/1915,34,Béziers,France,Hérault 
CLAVIE,Jean Marie,1896-09-30,Grenade,31,France,66e Artillerie,Soldat,16/01/1919,31,Toulouse,France,Haute-Garonne 
CLAVIE,Barthélémy,1887-10-23,Toulouse,31,France,416e Infanterie,Soldat,25/04/1918,,Heuvelland,Belgium,
CLAVIE,Antoine,1892-05-01,Toulouse,31,France,8e Zouaves,Caporal,11/05/1915,62,Acq,France,Pas-de-Calais 
CLEMENT,Georges Clément,1883-01-02,Domats,89,France,477e Infanterie,Sous-Lieutenant,14/10/1915,2,Berny-Rivière,France,Aisne 
CLEMENT,Jules,1887-12-23,Toulouse,31,France,214e Infanterie,Caporal,22/03/1916,55,L'Isle-en-Rigaut,France,Meuse 
CLERGUE,Louis Joseph,1877-08-22,Toulouse,31,France,6e Escadron du Train des Équipages Militaires,Soldat,17/07/1916,80,Amiens,France,Somme 
CLERMONT,Louis Antoine,1880-04-20,Mirande,32,France,288e Infanterie,Soldat,06/09/1916,55,Vaux-devant-Damloup,France,Meuse 
CLERMONT,Louis Fernand,1895-12-06,Fonbeauzard,31,France,100e Infanterie,Soldat,22/07/1915,55,Vienne-le-Château,France,Meuse 
CLOUP,Eugène,1893-03-26,Toulouse,31,France,83eInfanterie,Soldat,27/04/1916,55,Bar-le-Duc,France,Meuse 
CLOUP,Jean Jules Ernest,1886-11-07,Toulouse,31,France,59e Infanterie,Sergent,26/02/1919,9,Foix,France,Ariège 
CLUCHIER,Émile Joseph,1880-11-25,Valence,26,France,240e Infanterie,Soldat,12/10/1917,31,Toulouse,France,Haute-Garonne 
CLUSON,Lucien Adrien,1894-12-13,Toulouse,31,France,15e Infanterie,Soldat,26/09/1915,51,Massiges,France,Marne 
CLUZEL,Blaise Antoine,1883-12-19,Launaguet,31,France,14e Infanterie,Soldat,20/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
CLUZEL,Élie Georges,1893-04-23,Toulouse,31,France,80e Infanterie,Soldat,20/08/1914,57,Rorbach-lès-Dieuze,France,Moselle 
CLUZEL,Maurice Marie Antoine,1891-10-28,Mytho,,Vietnam,8e Coloniale,Lieutenant,04/02/1915,51,Valmy,France,Marne 
CLUZON,Pierre Paul,1894-02-17,Toulouse,31,France,14e Infanterie,Sergent,15/08/1915,55,Bar-le-Duc,France,Meuse 
COCULA,Emmanuel Louis,1896-01-24,Toulouse,31,France,153e Infanterie,Soldat,30/07/1916,80,Hardecourt-aux-Bois,France,Somme 
COCULA,Maurice,1895-09-19,Toulouse,31,France,108e Infanterie,Soldat,26/09/1915,62,Neuville-Saint-Vaast,France,Pas-de-Calais 
COCULAS,Jean François,1875-01-10,Toulouse,31,France,23e Infanterie territoriale,Sergent,23/03/1916,75,Paris,France,Paris 
CODERCH,Joseph,1891-03-19,Grisolles,82,France,20e Infanterie,Aspirant,25/09/1915,62,Beaurains,France,Pas-de-Calais 
COEURVEILLE,Théophile Louis François,1881-05-16,Montlaur,12,France,153e Infanterie,Soldat,16/11/1914,,Heuvelland,Belgium,
COIGNARD,Georges Louis,1886-07-31,Saint-Amans,34,France,96e Infanterie,Capitaine,04/08/1916,55,Les Souhesmes-Rampont,France,Meuse 
COINTEMENT,Charles Joseph Prosper,1858-01-17,Nancy,54,France,16e Infanterie territoriale,Colonel,04/02/1917,75,Paris,France,Paris 
COLBUS,Charles,1894-06-10,Verdun,55,France,30e Bataillon de chasseurs,Caporal,24/07/1918,77,Meaux,France,Seine-et-Marne 
COLLARDEY,Léon Auguste,1882-05-13,Meurcourt,70,France,169e Infanterie,Adjudant,17/09/1918,60,Beauvais,France,Oise 
COLLE,Antoine,1881-09-18,Pamiers,9,France,96e Infanterie,Soldat,07/01/1915,69,Lyon,France,Rhône 
COLLILIEUX,Alexandre Yvon,1885-09-18,Toulouse,31,France,4e Chasseurs Afrique,Médecin Major 2e classe,10/10/1918,70,Héricourt,France,Haute-Saône 
COLLILIEUX,Maurice,1889-05-08,Toulouse,31,France,96e Infanterie,Lieutenant,05/06/1915,51,Somme-Tourbe,France,Marne 
COLLONGUES,René,1895-03-06,Toulouse,31,France,80e Infanterie,Caporal,25/12/1914,80,Abbeville,France,Somme 
COLMEL,Armand Dominique,1885-10-29,Blagnac,31,France,112e Infanterie,Soldat,04/02/1917,55,Les Souhesmes-Rampont,France,Meuse 
COLOMIES,Jules Marie Émile,1895-07-15,Toulouse,31,France,131e Infanterie,Soldat,11/06/1918,60,Antheuil-Portes,France,Oise 
COLS,Georges Aristide Henri,1893-08-17,Toulouse,31,France,18e Artillerie,Brigadier,18/12/1917,31,Toulouse,France,Haute-Garonne 
COLY-RABIS,Bernard,1893-09-11,Toulouse,31,France,80e Infanterie,Soldat,29/10/1918,,Heilbronn,Germany,
COMBE,François Joseph,1890-03-18,Toulouse,31,France,7e Infanterie,Caporal fourrier,11/07/1916,55,Fleury-devant-Douaumont,France,Meuse 
COMBES,Jean,1897-12-03,Labarthe-sur-Lèze,31,France,171e Infanterie,Soldat,04/11/1918,2,Guise,France,Aisne 
COMBES,Jean,1886-07-23,Toulouse,31,France,259e Infanterie,Caporal,17/04/1917,51,Prosnes,France,Marne 
COMBES,Henri Jean,1883-07-27,Saint-Paulet,11,France,31e Infanterie,Soldat,02/08/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
